year,team,name,salary,playerID,release_speed
2021,los-angeles-angels,Kurt Suzuki,1500000,435559,#N/A
2021,los-angeles-angels,Juan Lagares,1216320,501571,#N/A
2021,los-angeles-angels,Mike Mayers,1200000,594577,89.73
2021,los-angeles-angels,Alexander Claudio,1125000,0,#N/A
2021,los-angeles-angels,Steve Cishek,1000000,518553,85.80
2021,los-angeles-angels,Tony Watson,1000000,453265,89.56
2021,los-angeles-angels,Junior Guerra,750000,448855,90.51
2021,los-angeles-angels,Jared Walsh,590500,665120,87.31
2021,los-angeles-angels,Jose Rojas,481519,670351,#N/A
2021,los-angeles-angels,Taylor Ward,479425,621493,#N/A
2021,los-angeles-angels,Patrick Sandoval,469251,663776,87.46
2021,los-angeles-angels,Philip Gosselin,466184,0,#N/A
2021,los-angeles-angels,Jose Suarez,401777,660761,85.34
2021,los-angeles-angels,Luis Rengifo,361906,650859,#N/A
2021,los-angeles-angels,Kean Wong,340437,642221,#N/A
2021,los-angeles-angels,Andrew Wantz,282164,0,#N/A
2021,los-angeles-angels,Jack Mayfield,272963,608686,#N/A
2019,los-angeles-dodgers,Clayton Kershaw,31000000,477132,86.17
2019,los-angeles-dodgers,Kenley Jansen,19333334,445276,90.70
2019,los-angeles-dodgers,Justin Turner,19000000,457759,#N/A
2019,los-angeles-dodgers,Rich Hill,18666668,448179,82.74
2019,los-angeles-dodgers,Hyun,17900000,0,#N/A
2019,los-angeles-dodgers,Kenta Maeda,8525000,628317,86.59
2019,los-angeles-dodgers,Joc Pederson,5000000,592626,#N/A
2019,los-angeles-dodgers,David Freese,4500000,501896,#N/A
2019,los-angeles-dodgers,Corey Seager,4000000,608369,#N/A
2019,los-angeles-dodgers,Pollock,4000000,0,#N/A
2019,los-angeles-dodgers,Enrique Hernandez,3725000,571771,#N/A
2019,los-angeles-dodgers,Russell Martin,3600000,431145,85.13
2019,los-angeles-dodgers,Chris Taylor,3500000,621035,#N/A
2019,los-angeles-dodgers,Joe Kelly,3000000,523260,92.69
2019,los-angeles-dodgers,Jedd Gyorko,2623656,576397,75.53
2019,los-angeles-dodgers,Pedro Baez,2100000,520980,91.11
2019,los-angeles-dodgers,Yimi Garcia,710000,554340,89.11
2019,los-angeles-dodgers,Cody Bellinger,605000,641355,#N/A
2019,los-angeles-dodgers,Ross Stripling,595000,548389,85.59
2019,los-angeles-dodgers,Max Muncy,575000,571970,#N/A
2019,los-angeles-dodgers,Walker Buehler,570000,621111,92.75
2019,los-angeles-dodgers,Julio Urias,565000,628711,90.12
2019,los-angeles-dodgers,Dylan Floro,510384,571670,91.84
2019,los-angeles-dodgers,Austin Barnes,451286,605131,#N/A
2019,los-angeles-dodgers,Caleb Ferguson,436595,657571,90.47
2019,los-angeles-dodgers,Matt Beaty,405824,607461,#N/A
2020,los-angeles-dodgers,Clayton Kershaw,16308641,477132,86.17
2020,los-angeles-dodgers,Mookie Betts,10000000,605141,#N/A
2020,los-angeles-dodgers,Justin Turner,8037037,457759,#N/A
2020,los-angeles-dodgers,Pollock,7444444,0,#N/A
2020,los-angeles-dodgers,Kenley Jansen,6666667,445276,90.70
2020,los-angeles-dodgers,Cody Bellinger,4259259,641355,#N/A
2020,los-angeles-dodgers,Blake Treinen,3703704,595014,94.89
2020,los-angeles-dodgers,Joe Kelly,3148148,523260,92.69
2020,los-angeles-dodgers,Joc Pederson,2870370,592626,#N/A
2020,los-angeles-dodgers,Corey Seager,2814815,608369,#N/A
2020,los-angeles-dodgers,Enrique Hernandez,2185185,571771,#N/A
2020,los-angeles-dodgers,Chris Taylor,2074074,621035,#N/A
2020,los-angeles-dodgers,Max Muncy,1870370,571970,#N/A
2020,los-angeles-dodgers,Pedro Baez,1481481,520980,91.11
2020,los-angeles-dodgers,Alex Wood,1481481,622072,86.21
2020,los-angeles-dodgers,Austin Barnes,407407,605131,#N/A
2020,los-angeles-dodgers,Julio Urias,370370,628711,90.12
2020,los-angeles-dodgers,Walker Buehler,223519,621111,92.75
2020,los-angeles-dodgers,Dylan Floro,219815,571670,91.84
2020,los-angeles-dodgers,Dustin May,212407,669160,92.89
2020,los-angeles-dodgers,Will Smith,212407,519293,86.45
2020,los-angeles-dodgers,Brusdar Graterol,209630,660813,95.52
2020,los-angeles-dodgers,Edwin Rios,209630,621458,#N/A
2020,los-angeles-dodgers,Jake McGee,208704,459429,90.89
2020,los-angeles-dodgers,Adam Kolarek,190334,592473,87.37
2020,los-angeles-dodgers,Victor Gonzalez,143290,624647,#N/A
2021,los-angeles-dodgers,Mookie Betts,22500000,605141,#N/A
2021,los-angeles-dodgers,Kenley Jansen,20000000,445276,90.70
2021,los-angeles-dodgers,Pollock,18000000,0,#N/A
2021,los-angeles-dodgers,Cody Bellinger,16100000,641355,#N/A
2021,los-angeles-dodgers,David Price,16000000,456034,88.98
2021,los-angeles-dodgers,Justin Turner,12000000,457759,#N/A
2021,los-angeles-dodgers,Max Muncy,9000000,571970,#N/A
2021,los-angeles-dodgers,Joe Kelly,8500000,523260,92.69
2021,los-angeles-dodgers,Blake Treinen,8000000,595014,94.89
2021,los-angeles-dodgers,Chris Taylor,7800000,621035,#N/A
2021,los-angeles-dodgers,Walker Buehler,3750000,621111,92.75
2021,los-angeles-dodgers,Julio Urias,3600000,628711,90.12
2021,los-angeles-dodgers,Austin Barnes,1650000,605131,#N/A
2021,los-angeles-dodgers,Scott Alexander,1000000,518397,91.93
2021,los-angeles-dodgers,Will Smith,590500,519293,86.45
2021,los-angeles-dodgers,Anthony Gonsolin,580500,0,#N/A
2021,los-angeles-dodgers,Gavin Lux,580500,666158,#N/A
2021,los-angeles-dodgers,Zach McKinstry,573000,656716,#N/A
2021,los-angeles-dodgers,Matt Beaty,568325,607461,#N/A
2021,los-angeles-dodgers,Garrett Cleavinger,493787,664076,#N/A
2021,los-angeles-dodgers,Albert Pujols,426313,405395,#N/A
2021,los-angeles-dodgers,Phil Bickford,407911,641360,#N/A
2021,los-angeles-dodgers,Alex Vesia,368040,681911,#N/A
2021,los-angeles-dodgers,Jake Reed,272963,0,#N/A
2021,los-angeles-dodgers,Darien Nunez,266829,0,#N/A
2021,los-angeles-dodgers,Zach Reks,263762,0,#N/A
2019,miami-marlins,Wei,20000000,0,#N/A
2019,miami-marlins,Martin Prado,15000000,445988,#N/A
2019,miami-marlins,Starlin Castro,11857142,516770,#N/A
2019,miami-marlins,Jose Urena,3200000,570632,92.52
2019,miami-marlins,Miguel Rojas,3155000,500743,#N/A
2019,miami-marlins,Neil Walker,2000000,435522,#N/A
2019,miami-marlins,Curtis Granderson,1750000,434158,#N/A
2019,miami-marlins,Adam Conley,1125000,543045,91.62
2019,miami-marlins,Bryan Holaday,866880,592407,63.40
2019,miami-marlins,Jorge Alfaro,570000,595751,#N/A
2019,miami-marlins,Tayron Guerrero,565000,594027,96.57
2019,miami-marlins,Caleb Smith,556500,592761,87.72
2019,miami-marlins,Sandy Alcantara,555000,645261,91.51
2019,miami-marlins,Garrett Cooper,555000,643265,#N/A
2019,miami-marlins,Pablo Lopez,555000,641154,89.15
2019,miami-marlins,Jon Berti,486392,542932,#N/A
2019,miami-marlins,Jarlin Garcia,462520,606424,88.37
2019,miami-marlins,Harold Ramirez,423728,623912,#N/A
2019,miami-marlins,Tyler Kinley,367032,641755,91.16
2019,miami-marlins,Elieser Hernandez,355096,622694,85.58
2019,miami-marlins,Jordan Yamamoto,328240,657141,85.94
2019,miami-marlins,Jose Quijada,295416,650671,90.46
2019,miami-marlins,Jeff Brigham,292432,656257,89.99
2019,miami-marlins,Lewis Brinson,272785,621446,#N/A
2019,miami-marlins,Austin Dean,226784,621573,#N/A
2019,miami-marlins,Ryne Stanek,185013,592773,93.75
2020,miami-marlins,Corey Dickerson,2592593,572816,#N/A
2020,miami-marlins,Starling Marte,1779988,516782,#N/A
2020,miami-marlins,Miguel Rojas,1759259,500743,#N/A
2020,miami-marlins,Jose Urena,1388889,570632,92.52
2020,miami-marlins,Brandon Kintzler,1111111,445213,91.13
2020,miami-marlins,Jesus Aguilar,953704,542583,#N/A
2020,miami-marlins,Matt Joyce,648556,459964,#N/A
2020,miami-marlins,Yimi Garcia,407407,554340,89.11
2020,miami-marlins,Brad Boxberger,370370,502202,85.27
2020,miami-marlins,Nick Vincent,309568,543883,88.07
2020,miami-marlins,Richard Bleier,288309,542947,87.69
2020,miami-marlins,Sandy Alcantara,229630,645261,91.51
2020,miami-marlins,Brian Anderson,227778,605119,#N/A
2020,miami-marlins,Ryne Stanek,223778,592773,93.75
2020,miami-marlins,Jorge Alfaro,220370,595751,#N/A
2020,miami-marlins,Jon Berti,220370,542932,#N/A
2020,miami-marlins,Lewis Brinson,214815,621446,#N/A
2020,miami-marlins,Garrett Cooper,214815,643265,#N/A
2020,miami-marlins,Pablo Lopez,212963,641154,89.15
2020,miami-marlins,Magneuris Sierra,208704,642423,#N/A
2020,miami-marlins,Stephen Tarpley,208704,605501,86.92
2020,miami-marlins,Chad Wallach,208704,595453,#N/A
2020,miami-marlins,James Hoyt,195112,624586,89.00
2020,miami-marlins,Sixto Sanchez,121485,664350,#N/A
2020,miami-marlins,Monte Harrison,118370,656509,#N/A
2020,miami-marlins,Trevor Rogers,105910,669432,#N/A
2021,miami-marlins,Starling Marte,12500000,516782,#N/A
2021,miami-marlins,Miguel Rojas,5000000,500743,#N/A
2021,miami-marlins,Jesus Aguilar,4350000,542583,#N/A
2021,miami-marlins,Jorge Alfaro,2050000,595751,#N/A
2021,miami-marlins,Adam Duvall,2000000,594807,#N/A
2021,miami-marlins,Garrett Cooper,1900000,643265,#N/A
2021,miami-marlins,Yimi Garcia,1900000,554340,89.11
2021,miami-marlins,Richard Bleier,1425000,542947,87.69
2021,miami-marlins,Sandy Leon,1108800,506702,#N/A
2021,miami-marlins,Anthony Bass,1000000,542914,91.41
2021,miami-marlins,Dylan Floro,975000,571670,91.84
2021,miami-marlins,Joe Panik,954816,605412,#N/A
2021,miami-marlins,Ross Detwiler,850000,446321,87.85
2021,miami-marlins,Sandy Alcantara,630000,645261,91.51
2021,miami-marlins,Jon Berti,607500,542932,#N/A
2021,miami-marlins,Pablo Lopez,595000,641154,89.15
2021,miami-marlins,Jazz Chisholm,571750,0,#N/A
2021,miami-marlins,Magneuris Sierra,571375,642423,#N/A
2021,miami-marlins,Zach Pop,570500,647315,#N/A
2021,miami-marlins,Trevor Rogers,570500,669432,#N/A
2021,miami-marlins,Anthony Bender,466184,669622,#N/A
2021,miami-marlins,Jesus Sanchez,401830,660821,#N/A
2021,miami-marlins,Zach Thompson,368040,0,#N/A
2021,miami-marlins,Steven Okert,294432,595345,#N/A
2021,miami-marlins,David Hess,282164,605276,89.01
2021,miami-marlins,Monte Harrison,272963,656509,#N/A
2019,milwaukee-brewers,Ryan Braun,19000000,460075,#N/A
2019,milwaukee-brewers,Yasmani Grandal,16000000,518735,#N/A
2019,milwaukee-brewers,Lorenzo Cain,15025000,456715,#N/A
2019,milwaukee-brewers,Christian Yelich,9750000,592885,#N/A
2019,milwaukee-brewers,Mike Moustakas,7050000,519058,#N/A
2019,milwaukee-brewers,Chase Anderson,6500000,502624,88.75
2019,milwaukee-brewers,Eric Thames,6000000,519346,#N/A
2019,milwaukee-brewers,Travis Shaw,4675000,543768,#N/A
2019,milwaukee-brewers,Jimmy Nelson,3700000,519076,88.69
2019,milwaukee-brewers,Matt Albers,2500000,458006,88.72
2019,milwaukee-brewers,Hernan Perez,2500000,541650,68.82
2019,milwaukee-brewers,Junior Guerra,2225000,448855,90.51
2019,milwaukee-brewers,Gio Gonzalez,1709677,461829,84.74
2019,milwaukee-brewers,Manuel Pina,1600000,0,#N/A
2019,milwaukee-brewers,Alexander Claudio,1275000,0,#N/A
2019,milwaukee-brewers,Jordan Lyles,694386,543475,87.86
2019,milwaukee-brewers,Josh Hader,687600,623352,93.38
2019,milwaukee-brewers,Brent Suter,568300,608718,85.74
2019,milwaukee-brewers,Orlando Arcia,565700,606115,#N/A
2019,milwaukee-brewers,Brandon Woodruff,561400,605540,93.06
2019,milwaukee-brewers,Ben Gamel,546308,592325,#N/A
2019,milwaukee-brewers,Freddy Peralta,522020,642547,90.17
2019,milwaukee-brewers,Drew Pomeranz,491965,519141,88.60
2019,milwaukee-brewers,Adrian Houser,450584,605288,91.08
2019,milwaukee-brewers,Corbin Burnes,408510,669203,91.64
2019,milwaukee-brewers,Jay Jackson,365568,543351,89.48
2020,milwaukee-brewers,Ryan Braun,6555556,460075,#N/A
2020,milwaukee-brewers,Christian Yelich,4629630,592885,#N/A
2020,milwaukee-brewers,Avisail Garcia,2842593,541645,#N/A
2020,milwaukee-brewers,Brett Anderson,1999852,474463,86.89
2020,milwaukee-brewers,Corey Knebel,1898148,608349,#N/A
2020,milwaukee-brewers,Josh Hader,1518519,623352,93.38
2020,milwaukee-brewers,Eric Sogard,1481481,519299,#N/A
2020,milwaukee-brewers,Josh Lindblom,1203519,458676,#N/A
2020,milwaukee-brewers,Omar Narvaez,1009259,553882,#N/A
2020,milwaukee-brewers,Orlando Arcia,814815,606115,#N/A
2020,milwaukee-brewers,Alexander Claudio,648148,0,#N/A
2020,milwaukee-brewers,Eric Yardley,563500,642233,81.57
2020,milwaukee-brewers,Freddy Peralta,447997,642547,90.17
2020,milwaukee-brewers,Brent Suter,383333,608718,85.74
2020,milwaukee-brewers,Jedd Gyorko,370370,576397,75.53
2020,milwaukee-brewers,Brandon Woodruff,234481,605540,93.06
2020,milwaukee-brewers,Keston Hiura,215593,669374,#N/A
2020,milwaukee-brewers,Adrian Houser,215407,605288,91.08
2020,milwaukee-brewers,Corbin Burnes,211111,669203,91.64
2020,milwaukee-brewers,Luis Urias,210667,649966,#N/A
2020,milwaukee-brewers,Devin Williams,209741,642207,92.25
2020,milwaukee-brewers,Ray Black,209704,605143,95.16
2020,milwaukee-brewers,Drew Rasmussen,143290,656876,#N/A
2020,milwaukee-brewers,Jacob Nottingham,115255,641924,#N/A
2020,milwaukee-brewers,Jace Peterson,115255,607054,#N/A
2020,milwaukee-brewers,Tyrone Taylor,81250,621438,#N/A
2021,milwaukee-brewers,Christian Yelich,14000000,592885,#N/A
2021,milwaukee-brewers,Avisail Garcia,10750000,541645,#N/A
2021,milwaukee-brewers,Josh Hader,6675000,623352,93.38
2021,milwaukee-brewers,Jackie Bradley Jr,6500000,0,#N/A
2021,milwaukee-brewers,Brandon Woodruff,3275000,605540,93.06
2021,milwaukee-brewers,Brett Anderson,2500000,474463,86.89
2021,milwaukee-brewers,Omar Narvaez,2500000,553882,#N/A
2021,milwaukee-brewers,Manuel Pina,1650000,0,#N/A
2021,milwaukee-brewers,Brent Suter,1550000,608718,85.74
2021,milwaukee-brewers,Freddy Peralta,1234960,642547,90.17
2021,milwaukee-brewers,Brad Boxberger,1000000,502202,85.27
2021,milwaukee-brewers,Devin Williams,681100,642207,92.25
2021,milwaukee-brewers,Corbin Burnes,608000,669203,91.64
2021,milwaukee-brewers,Hunter Strickland,607488,519326,91.89
2021,milwaukee-brewers,Adrian Houser,584100,605288,91.08
2021,milwaukee-brewers,Luis Urias,575100,649966,#N/A
2021,milwaukee-brewers,Jace Peterson,497651,607054,#N/A
2021,milwaukee-brewers,Tyrone Taylor,472318,621438,#N/A
2021,milwaukee-brewers,Keston Hiura,468307,669374,#N/A
2021,milwaukee-brewers,Eric Lauer,450849,641778,87.95
2021,milwaukee-brewers,Willy Adames,431400,642715,#N/A
2021,milwaukee-brewers,Pablo Reyes,414045,622569,#N/A
2021,milwaukee-brewers,Jake Cousins,318968,0,#N/A
2021,milwaukee-brewers,MIguel Sanchez,315901,0,#N/A
2021,milwaukee-brewers,Rowdy Tellez,286224,642133,#N/A
2021,milwaukee-brewers,Jandel Gustave,260695,594311,93.07
2019,minnesota-twins,Nelson Cruz,14000000,443558,#N/A
2019,minnesota-twins,Marwin Gonzalez,12000000,503556,#N/A
2019,minnesota-twins,Jake Odorizzi,9500000,543606,89.04
2019,minnesota-twins,Kyle Gibson,8125000,502043,88.41
2019,minnesota-twins,Jason Castro,8000000,488771,#N/A
2019,minnesota-twins,Jonathan Schoop,7500000,570731,#N/A
2019,minnesota-twins,Max Kepler,6000000,596146,#N/A
2019,minnesota-twins,Cron,4800000,0,#N/A
2019,minnesota-twins,Eddie Rosario,4190000,592696,#N/A
2019,minnesota-twins,Jorge Polanco,3583333,593871,#N/A
2019,minnesota-twins,Martin Perez,3500000,527048,89.68
2019,minnesota-twins,Miguel Sano,2650000,593934,#N/A
2019,minnesota-twins,Sam Dyson,1639802,473879,91.63
2019,minnesota-twins,Taylor Rogers,1525000,573124,88.35
2019,minnesota-twins,Ehire Adrianza,1300000,501303,68.48
2019,minnesota-twins,Trevor May,900000,543507,90.97
2019,minnesota-twins,Sergio Romo,873665,489265,80.02
2019,minnesota-twins,Ronald Torreyes,800000,591720,#N/A
2019,minnesota-twins,Jose Berrios,620000,621244,87.77
2019,minnesota-twins,Mitch Garver,575000,641598,#N/A
2019,minnesota-twins,Willians Astudillo,526925,553902,#N/A
2019,minnesota-twins,Ryne Harper,525184,607560,80.03
2019,minnesota-twins,Tyler Duffey,447600,608648,88.60
2019,minnesota-twins,Jake Cave,397062,595909,#N/A
2019,minnesota-twins,Luis Arraez,361064,650333,#N/A
2019,minnesota-twins,LaMonte Wade,262592,0,#N/A
2020,minnesota-twins,Josh Donaldson,6666667,518626,#N/A
2020,minnesota-twins,Kenta Maeda,5310000,628317,86.59
2020,minnesota-twins,Rich Hill,4629629,448179,82.74
2020,minnesota-twins,Nelson Cruz,4444444,443558,#N/A
2020,minnesota-twins,Marwin Gonzalez,3333333,503556,#N/A
2020,minnesota-twins,Eddie Rosario,2870370,592696,#N/A
2020,minnesota-twins,Max Kepler,2314815,596146,#N/A
2020,minnesota-twins,Sergio Romo,1759259,489265,80.02
2020,minnesota-twins,Taylor Rogers,1648148,573124,88.35
2020,minnesota-twins,Alex Avila,1574074,488671,73.50
2020,minnesota-twins,Jose Berrios,1490741,621244,87.77
2020,minnesota-twins,Jorge Polanco,1466049,593871,#N/A
2020,minnesota-twins,Byron Buxton,1138889,621439,#N/A
2020,minnesota-twins,Miguel Sano,1111111,593934,#N/A
2020,minnesota-twins,Tyler Clippard,1018519,461325,83.90
2020,minnesota-twins,Trevor May,816667,543507,90.97
2020,minnesota-twins,Michael Pineda,651759,501381,89.14
2020,minnesota-twins,Ehire Adrianza,592593,501303,68.48
2020,minnesota-twins,Tyler Duffey,444444,608648,88.60
2020,minnesota-twins,Matt Wisler,268519,605538,86.20
2020,minnesota-twins,Mitch Garver,229630,641598,#N/A
2020,minnesota-twins,Luis Arraez,220741,650333,#N/A
2020,minnesota-twins,Jake Cave,217593,595909,#N/A
2020,minnesota-twins,Cody Stashak,211481,664054,87.54
2020,minnesota-twins,Jorge Alcala,180670,660896,91.23
2020,minnesota-twins,Caleb Thielbar,174440,573204,#N/A
2021,minnesota-twins,Josh Donaldson,21000000,518626,#N/A
2021,minnesota-twins,Nelson Cruz,13000000,443558,#N/A
2021,minnesota-twins,Miguel Sano,11000000,593934,#N/A
2021,minnesota-twins,Andrelton Simmons,10500000,592743,#N/A
2021,minnesota-twins,Michael Pineda,10000000,501381,89.14
2021,minnesota-twins,Happ,8000000,0,#N/A
2021,minnesota-twins,Max Kepler,6500000,596146,#N/A
2021,minnesota-twins,Jose Berrios,6100000,621244,87.77
2021,minnesota-twins,Taylor Rogers,6000000,573124,88.35
2021,minnesota-twins,Alex Colome,5000000,517008,91.55
2021,minnesota-twins,Jorge Polanco,4333334,593871,#N/A
2021,minnesota-twins,Kenta Maeda,2561000,628317,86.59
2021,minnesota-twins,Tyler Duffey,2200000,608648,88.60
2021,minnesota-twins,Hansel Robles,2000000,570663,93.70
2021,minnesota-twins,Caleb Thielbar,700000,573204,#N/A
2021,minnesota-twins,Luis Arraez,611000,650333,#N/A
2021,minnesota-twins,Jorge Alcala,575500,660896,91.23
2021,minnesota-twins,Alex Kirilloff,502988,666135,#N/A
2021,minnesota-twins,Ryan Jeffers,501228,680777,#N/A
2021,minnesota-twins,Trevor Larnach,456983,663616,#N/A
2021,minnesota-twins,Ben Rortvedt,453916,666163,#N/A
2021,minnesota-twins,Nick Gordon,438581,624503,#N/A
2021,minnesota-twins,Bailey Ober,371107,641927,#N/A
2021,minnesota-twins,Gilberto Celestino,361906,665482,#N/A
2021,minnesota-twins,Derek Law,318968,571882,86.70
2021,minnesota-twins,Daniel Coulombe,306700,0,#N/A
2019,new-york-mets,Robinson Cano,19000000,429664,#N/A
2019,new-york-mets,Jacob deGrom,9500000,594798,94.05
2019,new-york-mets,Todd Frazier,9000000,453943,#N/A
2019,new-york-mets,Juan Lagares,9000000,501571,#N/A
2019,new-york-mets,Jed Lowrie,8500000,476704,#N/A
2019,new-york-mets,Wilson Ramos,7750000,467092,#N/A
2019,new-york-mets,Jeurys Familia,6666666,544727,93.59
2019,new-york-mets,Noah Syndergaard,6000000,592789,93.64
2019,new-york-mets,Zack Wheeler,5975000,554430,93.11
2019,new-york-mets,Justin Wilson,5000000,458677,92.14
2019,new-york-mets,Michael Conforto,4025000,624424,#N/A
2019,new-york-mets,Steven Matz,2625000,571927,88.77
2019,new-york-mets,Marcus Stroman,2546240,573186,89.59
2019,new-york-mets,Luis Avilan,1600000,501593,83.94
2019,new-york-mets,Edwin Diaz,607425,621242,94.80
2019,new-york-mets,Brandon Nimmo,598285,607043,#N/A
2019,new-york-mets,Seth Lugo,591875,607625,89.61
2019,new-york-mets,Amed Rosario,575500,642708,#N/A
2019,new-york-mets,Davis,561420,0,#N/A
2019,new-york-mets,Pete Alonso,555000,624413,#N/A
2019,new-york-mets,Franklyn Kilome,555000,642584,#N/A
2019,new-york-mets,Dominic Smith,541260,642086,#N/A
2019,new-york-mets,Tomas Nido,496506,621512,#N/A
2019,new-york-mets,Luis Guillorme,298900,641645,#N/A
2019,new-york-mets,Drew Gagnon,238720,543193,87.32
2019,new-york-mets,Tyler Bashlor,220816,641341,91.18
2020,new-york-mets,Robinson Cano,7500000,429664,#N/A
2020,new-york-mets,Jacob deGrom,6574074,594798,94.05
2020,new-york-mets,Dellin Betances,6411815,476454,90.40
2020,new-york-mets,Wilson Ramos,4425926,467092,#N/A
2020,new-york-mets,Jeurys Familia,4370371,544727,93.59
2020,new-york-mets,Rick Porcello,3703704,519144,86.14
2020,new-york-mets,Justin Wilson,1944852,458677,92.14
2020,new-york-mets,Edwin Diaz,1888889,621242,94.80
2020,new-york-mets,Steven Matz,1888889,571927,88.77
2020,new-york-mets,Michael Wacha,1666667,608379,88.86
2020,new-york-mets,Robinson Chirinos,889994,455139,#N/A
2020,new-york-mets,Brandon Nimmo,805556,607043,#N/A
2020,new-york-mets,Seth Lugo,740741,607625,89.61
2020,new-york-mets,Chasen Shreve,555556,592741,87.87
2020,new-york-mets,Todd Frazier,541744,453943,#N/A
2020,new-york-mets,Brad Brach,314815,542960,90.64
2020,new-york-mets,Jared Hughes,259259,453172,89.67
2020,new-york-mets,Pete Alonso,241674,624413,#N/A
2020,new-york-mets,Jeff McNeil,228769,643446,#N/A
2020,new-york-mets,Amed Rosario,225474,642708,#N/A
2020,new-york-mets,Davis,219431,0,#N/A
2020,new-york-mets,Dominic Smith,214380,642086,#N/A
2020,new-york-mets,David Peterson,193129,656849,#N/A
2020,new-york-mets,Luis Guillorme,190869,641645,#N/A
2020,new-york-mets,Miguel Castro,162512,612434,92.47
2020,new-york-mets,Corey Oswalt,130830,621261,88.91
2021,new-york-mets,Francisco Lindor,22300000,596019,#N/A
2021,new-york-mets,Jacob deGrom,22000000,594798,94.05
2021,new-york-mets,Marcus Stroman,18900000,573186,89.59
2021,new-york-mets,Jeurys Familia,16666668,544727,93.59
2021,new-york-mets,Michael Conforto,12250000,624424,#N/A
2021,new-york-mets,Taijuan Walker,10000000,592836,91.65
2021,new-york-mets,James McCann,8150000,543510,#N/A
2021,new-york-mets,Trevor May,7750000,543507,90.97
2021,new-york-mets,Edwin Diaz,7000000,621242,94.80
2021,new-york-mets,Brandon Nimmo,4700000,607043,#N/A
2021,new-york-mets,Kevin Pillar,3600000,607680,#N/A
2021,new-york-mets,Jonathan Villar,3550000,542340,#N/A
2021,new-york-mets,Aaron Loup,3000000,571901,86.04
2021,new-york-mets,Seth Lugo,2925000,607625,89.61
2021,new-york-mets,Dominic Smith,2550000,642086,#N/A
2021,new-york-mets,Miguel Castro,1687500,612434,92.47
2021,new-york-mets,Pete Alonso,676775,624413,#N/A
2021,new-york-mets,Jeff McNeil,642251,643446,#N/A
2021,new-york-mets,Jerad Eickhoff,624960,595191,83.10
2021,new-york-mets,Luis Guillorme,580701,641645,#N/A
2021,new-york-mets,Tomas Nido,577720,621512,#N/A
2021,new-york-mets,Drew Smith,531308,622098,#N/A
2021,new-york-mets,Jose Peraza,510015,606299,77.95
2021,new-york-mets,Billy McKinney,404040,641856,#N/A
2021,new-york-mets,Yennsy Diaz,315901,660546,93.71
2021,new-york-mets,Tylor Megill,312834,0,#N/A
2019,new-york-yankees,Giancarlo Stanton,26000000,519317,#N/A
2019,new-york-yankees,Masahiro Tanaka,22000000,547888,86.62
2019,new-york-yankees,Aroldis Chapman,17200000,547973,94.22
2019,new-york-yankees,Happ,17000000,0,#N/A
2019,new-york-yankees,Zack Britton,13000000,502154,92.77
2019,new-york-yankees,LeMahieu,12000000,0,#N/A
2019,new-york-yankees,Didi Gregorius,11750000,544369,#N/A
2019,new-york-yankees,Adam Ottavino,9000000,493603,87.72
2019,new-york-yankees,James Paxton,8575000,572020,91.15
2019,new-york-yankees,Edwin Encarnacion,8000000,429665,#N/A
2019,new-york-yankees,Sabathia,8000000,0,#N/A
2019,new-york-yankees,Brett Gardner,7500000,458731,#N/A
2019,new-york-yankees,Austin Romine,1800000,519222,74.38
2019,new-york-yankees,Tommy Kahnle,1387500,592454,92.55
2019,new-york-yankees,Aaron Judge,684300,592450,#N/A
2019,new-york-yankees,Gary Sanchez,669800,596142,#N/A
2019,new-york-yankees,Gleyber Torres,605200,650402,#N/A
2019,new-york-yankees,Jordan Montgomery,596600,656756,86.69
2019,new-york-yankees,Luis Cessa,578975,570666,88.99
2019,new-york-yankees,Luke Voit,573200,572228,#N/A
2019,new-york-yankees,Ben Heller,555000,621294,88.16
2019,new-york-yankees,Chad Green,540792,643338,94.41
2019,new-york-yankees,Giovanny Urshela,528168,0,#N/A
2019,new-york-yankees,Cameron Maybin,471472,457727,#N/A
2019,new-york-yankees,Jonathan Loaisiga,443058,642528,92.02
2019,new-york-yankees,Nestor Cortes,364048,641482,85.63
2020,new-york-yankees,Gerrit Cole,13333333,543037,92.43
2020,new-york-yankees,Giancarlo Stanton,9629630,519317,#N/A
2020,new-york-yankees,Masahiro Tanaka,8518519,547888,86.62
2020,new-york-yankees,Aroldis Chapman,7755556,547973,94.22
2020,new-york-yankees,Happ,6296296,0,#N/A
2020,new-york-yankees,Brett Gardner,4962963,458731,#N/A
2020,new-york-yankees,Zack Britton,4814815,502154,92.77
2020,new-york-yankees,LeMahieu,4444444,0,#N/A
2020,new-york-yankees,Aaron Hicks,4174603,543305,#N/A
2020,new-york-yankees,Adam Ottavino,3962963,493603,87.72
2020,new-york-yankees,Aaron Judge,3148148,592450,#N/A
2020,new-york-yankees,Gary Sanchez,1851852,596142,#N/A
2020,new-york-yankees,Giovanny Urshela,916667,0,#N/A
2020,new-york-yankees,Chad Green,472222,643338,94.41
2020,new-york-yankees,Luis Cessa,331481,570666,88.99
2020,new-york-yankees,Erik Kratz,281924,456124,#N/A
2020,new-york-yankees,Jonathan Holder,277778,656547,88.02
2020,new-york-yankees,Jordan Montgomery,258100,656756,86.69
2020,new-york-yankees,Gleyber Torres,250222,650402,#N/A
2020,new-york-yankees,Luke Voit,234815,572228,#N/A
